"Gene ID","source_id","Organism","Input Ortholog(s)","Gene Name or Symbol"
"CND00290","CND00290-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00890","N/A"
"CND00300","CND00300-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00891","N/A"
"CND00310","CND00310-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00892","N/A"
"CND00320","CND00320-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00893","N/A"
"CND00340","CND00340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00894","N/A"
"CND00350","CND00350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00895,CNAG_03398,CNAG_07728","ZIP1"
"CND00370","CND00370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00896","FZC34"
"CND00380","CND00380-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00897,CNAG_00914,CNAG_05815,CNAG_06031,CNAG_06832,CNAG_06835","SKN1"
"CND00390","CND00390-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00898,CNAG_00905,CNAG_04898","N/A"
"CND00400","CND00400-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00899","N/A"
"CND00410","CND00410-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00750,CNAG_00900","N/A"
"CND00420","CND00420-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00901","N/A"
"CND00430","CND00430-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00902","N/A"
"CND00440","CND00440-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00904,CNAG_01844,CNAG_02336,CNAG_04416","N/A"
"CND00450","CND00450-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00898,CNAG_00905,CNAG_04898","N/A"
"CND00460","CND00460-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00906","N/A"
"CND00470","CND00470-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00907,CNAG_00908","N/A"
"CND00480","CND00480-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00909,CNAG_07348","N/A"
"CND00490","CND00490-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07982","N/A"
"CND00500","CND00500-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00911","N/A"
"CND00510","CND00510-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04015,CNAG_05345,CNAG_07449,CNAG_07844","N/A"
"CND00530","CND00530-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07448","DUR3"
"CND00550","CND00550-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00897,CNAG_00914,CNAG_05815,CNAG_06031,CNAG_06832,CNAG_06835","KRE6"
"CND00560","CND00560-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00915","N/A"
"CND00570","CND00570-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00916","N/A"
"CND00580","CND00580-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00917","N/A"
"CND00600","CND00600-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00919,CNAG_01040,CNAG_02966","N/A"
"CND00610","CND00610-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00920","N/A"
"CND00620","CND00620-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00921","N/A"
"CND00630","CND00630-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00922","N/A"
"CND00640","CND00640-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00923,CNAG_03595,CNAG_06381","N/A"
"CND00650","CND00650-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00925,CNAG_05727,CNAG_05728,CNAG_05729","ISP7"
"CND00660","CND00660-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00926","N/A"
"CND00670","CND00670-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00927","N/A"
"CND00680","CND00680-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00928","N/A"
"CND00690","CND00690-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00929","N/A"
"CND00700","CND00700-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00930","N/A"
"CND00710","CND00710-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00931","N/A"
"CND00720","CND00720-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00932","N/A"
"CND00730","CND00730-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00933","N/A"
"CND00740","CND00740-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00934","DAL1"
"CND00750","CND00750-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00935","N/A"
"CND00760","CND00760-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00936,CNAG_05441","N/A"
"CND00770","CND00770-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00937","N/A"
"CND00770","CND00770-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_00937","N/A"
"CND00780","CND00780-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00938","N/A"
"CND00790","CND00790-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00939,CNAG_02225","N/A"
"CND00800","CND00800-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00940","RRP44"
"CND00870","CND00870-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_08007","N/A"
"CND00880","CND00880-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04116,CNAG_07684","N/A"
"CND00900","CND00900-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00960,CNAG_01734,CNAG_02303,CNAG_03665,CNAG_06626","N/A"
"CND00910","CND00910-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00961","N/A"
"CND00920","CND00920-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07446","N/A"
"CND00930","CND00930-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00964","N/A"
"CND00940","CND00940-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07445","N/A"
"CND00950","CND00950-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00966","N/A"
"CND00960","CND00960-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00967","N/A"
"CND00970","CND00970-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00968","N/A"
"CND00980","CND00980-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00969","N/A"
"CND00990","CND00990-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00970","N/A"
"CND01000","CND01000-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00971","MON1"
"CND01010","CND01010-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00972","N/A"
"CND01020","CND01020-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00973","N/A"
"CND01030","CND01030-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00974","N/A"
"CND01040","CND01040-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00975","N/A"
"CND01050","CND01050-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00976","N/A"
"CND01060","CND01060-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00977","N/A"
"CND01070","CND01070-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00254,CNAG_00978","N/A"
"CND01080","CND01080-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00979,CNAG_01872","CTR4"
"CND01090","CND01090-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00981,CNAG_03172","N/A"
"CND01100","CND01100-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00982","N/A"
"CND01110","CND01110-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00983","N/A"
"CND01120","CND01120-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00984,CNAG_01102","N/A"
"CND01130","CND01130-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00985","N/A"
"CND01140","CND01140-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00986","UBA4"
"CND01150","CND01150-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00987","N/A"
"CND01160","CND01160-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00988","N/A"
"CND01170","CND01170-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00989","UCH2"
"CND01180","CND01180-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00990","N/A"
"CND01190","CND01190-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00991","FEN1"
"CND01200","CND01200-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00992","N/A"
"CND01210","CND01210-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00993","N/A"
"CND01220","CND01220-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00994","N/A"
"CND01230","CND01230-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00995","N/A"
"CND01240","CND01240-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00996","PMT4"
"CND01250","CND01250-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00997","N/A"
"CND01260","CND01260-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00998","N/A"
"CND01270","CND01270-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00999","N/A"
"CND01280","CND01280-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01000","N/A"
"CND01290","CND01290-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01001","N/A"
"CND01310","CND01310-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01002","N/A"
"CND01320","CND01320-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01003","NCP1"
"CND01330","CND01330-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01004,CNAG_08023","N/A"
"CND01340","CND01340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01005,CNAG_07491","N/A"
"CND01350","CND01350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01006","N/A"
"CND01360","CND01360-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01007","N/A"
"CND01370","CND01370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01008,CNAG_02845","N/A"
"CND01380","CND01380-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01009","N/A"
"CND01400","CND01400-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01010","N/A"
"CND01410","CND01410-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01011","N/A"
"CND01420","CND01420-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01012","N/A"
"CND01430","CND01430-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01013","N/A"
"CND01440","CND01440-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01014","ZFC4"
"CND01450","CND01450-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01015","N/A"
"CND01460","CND01460-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01016","N/A"
"CND01470","CND01470-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01017","N/A"
"CND01480","CND01480-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01018","N/A"
"CND01490","CND01490-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01019","SOD1"
"CND01500","CND01500-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01020","N/A"
"CND01510","CND01510-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01021","N/A"
"CND01520","CND01520-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01022","N/A"
"CND01530","CND01530-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01023","N/A"
"CND01540","CND01540-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01024","N/A"
"CND01550","CND01550-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01025","N/A"
"CND01560","CND01560-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01026,CNAG_02888","N/A"
"CND01570","CND01570-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01027,CNAG_04467","N/A"
"CND01580","CND01580-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01028","N/A"
"CND01590","CND01590-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01029","N/A"
"CND01600","CND01600-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01030","N/A"
"CND01620","CND01620-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01031","N/A"
"CND01640","CND01640-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01032","N/A"
"CND01650","CND01650-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01033","N/A"
"CND01660","CND01660-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01035","N/A"
"CND01670","CND01670-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01036","N/A"
"CND01680","CND01680-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01037","N/A"
"CND01690","CND01690-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01038","N/A"
"CND01700","CND01700-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01039","N/A"
"CND01720","CND01720-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00919,CNAG_01040,CNAG_02966","N/A"
"CND01730","CND01730-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01043","N/A"
"CND01740","CND01740-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01044","N/A"
"CND01750","CND01750-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01045","N/A"
"CND01760","CND01760-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01046","N/A"
"CND01770","CND01770-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01047","N/A"
"CND01780","CND01780-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01048","N/A"
"CND01790","CND01790-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01049","N/A"
"CND01800","CND01800-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01050,CNAG_01385","N/A"
"CND01810","CND01810-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01051,CNAG_06728","N/A"
"CND01820","CND01820-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01052","N/A"
"CND01840","CND01840-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01053","N/A"
"CND01850","CND01850-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01054","N/A"
"CND01860","CND01860-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01055","N/A"
"CND01870","CND01870-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01056,CNAG_03759","N/A"
"CND01880","CND01880-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01057","N/A"
"CND01890","CND01890-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01058","N/A"
"CND01900","CND01900-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01059,CNAG_01759,CNAG_02479,CNAG_02733,CNAG_03772,CNAG_04920,CNAG_04931,CNAG_05324,CNAG_05340,CNAG_05387,CNAG_06290,CNAG_06521,CNAG_07641","N/A"
"CND01910","CND01910-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01060","N/A"
"CND01910","CND01910-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_01060","N/A"
"CND01920","CND01920-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01061","N/A"
"CND01930","CND01930-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01062","N/A"
"CND01940","CND01940-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01063","N/A"
"CND01950","CND01950-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01064","N/A"
"CND01960","CND01960-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01065","N/A"
"CND01980","CND01980-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07443","HLH4"
"CND01990","CND01990-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07442","NPC2"
"CND02000","CND02000-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07441","N/A"
"CND02010","CND02010-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01069","N/A"
"CND02020","CND02020-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01074,CNAG_05685","N/A"
"CND02030","CND02030-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01075,CNAG_04351","N/A"
"CND02040","CND02040-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01076,CNAG_02366","N/A"
"CND02050","CND02050-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01077,CNAG_02601,CNAG_03141,CNAG_04066,CNAG_05831,CNAG_06743","N/A"
"CND02060","CND02060-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01078,CNAG_05113,CNAG_06628","N/A"
"CND02070","CND02070-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00032,CNAG_01079,CNAG_01776,CNAG_02599","N/A"
"CND02080","CND02080-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01080,CNAG_05169","N/A"
"CND02090","CND02090-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01081","N/A"
"CND02100","CND02100-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01082","N/A"
"CND02110","CND02110-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01083","RPN5"
"CND02120","CND02120-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01084","UBC4"
"CND02125","CND02125-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01085,CNAG_04340","N/A"
"CND02130","CND02130-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01086","N/A"
"CND02140","CND02140-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01087","N/A"
"CND02150","CND02150-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01088","N/A"
"CND02160","CND02160-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01089","N/A"
"CND02170","CND02170-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01091,CNAG_06840","N/A"
"CND02180","CND02180-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01092","N/A"
"CND02190","CND02190-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01093","N/A"
"CND02200","CND02200-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01094","CWC25"
"CND02210","CND02210-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01095","N/A"
"CND02220","CND02220-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01096","N/A"
"CND02230","CND02230-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01097","N/A"
"CND02240","CND02240-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01098","N/A"
"CND02250","CND02250-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01099","N/A"
"CND02260","CND02260-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01100","N/A"
"CND02270","CND02270-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01101","N/A"
"CND02280","CND02280-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00984,CNAG_01102","N/A"
"CND02290","CND02290-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01103","PRP11"
"CND02300","CND02300-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01104","N/A"
"CND02310","CND02310-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01105","N/A"
"CND02320","CND02320-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01106","VPH1"
"CND02330","CND02330-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01107","N/A"
"CND02340","CND02340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01108","3"
"CND02350","CND02350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01109","N/A"
"CND02360","CND02360-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01110","N/A"
"CND02370","CND02370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01111","N/A"
"CND02380","CND02380-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00154,CNAG_01112,CNAG_02758,CNAG_04313,CNAG_05444","N/A"
"CND02390","CND02390-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01114","N/A"
"CND02400","CND02400-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01115","N/A"
"CND02410","CND02410-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01116","N/A"
"CND02420","CND02420-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00104,CNAG_01117","EF3"
"CND02430","CND02430-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01118","N/A"
"CND02440","CND02440-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01119","N/A"
"CND02450","CND02450-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01120","N/A"
"CND02460","CND02460-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01121","N/A"
"CND02465","CND02465-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00511,CNAG_00526,CNAG_00591,CNAG_01122,CNAG_06677","N/A"
"CND02470","CND02470-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01123","N/A"
